"t1.dt","sender_region_code","receiver_region_code","sender_org_count","receiver_org_count","assortment","count_brand","cnt_moved"
2022-02-02,"36","36",7,18,256,36,1189
2022-10-31,"72","86",1,1,8,1,8
2022-07-05,"50","55",1,1,31,6,3093
2022-11-05,"77","79",2,1,43,19,88
2022-08-01,"57","57",2,5,87,14,197
2021-12-28,"16","64",1,1,4,2,880
2022-02-14,"52","64",1,1,29,1,42
2022-03-19,"77","24",2,3,5,2,75
2022-01-19,"54","14",1,1,81,28,206
2021-12-07,"78","37",2,1,103,21,213
2022-01-20,"23","31",2,1,4,3,9
2022-05-05,"77","22",4,4,89,7,4447
2022-08-18,"66","45",1,1,2,1,3
2022-06-02,"71","50",1,1,3,3,3
2022-06-10,"66","66",10,26,762,85,2753
2022-07-06,"36","36",7,16,180,30,464
2022-08-24,"26","02",1,1,5,3,150
2021-12-20,"61","39",1,1,1,1,1
2021-11-26,"66","18",1,1,3,2,44
2022-03-07,"26","25",1,1,5,1,17
2022-04-22,"40","40",1,2,19,1,25
2022-07-22,"52","18",1,2,78,1,149
2022-06-17,"77","58",4,2,171,12,5627
2022-07-11,"77","22",2,2,55,6,3311
2022-09-20,"77","01",3,1,70,12,2515
2022-02-11,"18","24",1,3,80,5,295
2021-11-23,"16","66",1,1,7,6,8
2021-12-20,"66","62",1,3,4,4,4
2022-08-19,"03","38",1,1,53,5,67
2022-05-31,"10","10",1,1,2,2,3
2022-09-08,"78","10",2,2,57,4,62
2022-04-02,"66","66",4,9,521,58,1997
2022-10-10,"66","45",1,2,10,2,10
2022-02-03,"55","47",1,2,35,2,918
2022-02-10,"77","26",3,3,101,8,4712
2022-05-14,"36","36",2,8,44,7,213
2022-04-28,"52","18",1,1,29,1,30
2022-06-06,"50","57",1,1,3,2,79
2021-12-13,"50","51",3,3,45,20,100
2022-08-31,"31","36",1,1,1,1,10
2022-11-16,"50","76",1,8,135,23,300
2022-09-21,"77","79",1,1,1,1,1
2022-10-12,"77","03",1,1,1,1,24
2022-11-14,"52","43",1,2,108,1,275
2021-12-22,"51","78",1,1,1,1,2
2022-09-06,"71","71",4,14,116,17,232
2021-12-18,"77","24",1,1,10,1,30
2022-08-26,"16","43",1,5,223,26,383
2021-12-23,"55","45",1,5,149,25,258
2022-04-29,"52","12",1,4,37,13,56
2022-03-19,"16","16",2,22,108,44,511
2022-03-25,"77","52",1,1,11,8,20
2022-11-11,"70","50",1,1,1,1,1
2022-02-02,"66","12",1,1,50,13,54
2022-10-26,"60","47",1,1,10,1,30
2022-07-15,"33","52",1,1,4,3,5
2021-11-27,"52","16",1,1,1,1,10
2022-02-22,"50","59",1,1,23,1,76
2022-03-17,"25","49",1,1,8,4,14
2022-07-12,"77","28",2,3,53,28,175
2022-01-20,"46","46",1,1,14,3,16
2021-12-01,"67","39",1,1,29,2,56
2022-10-31,"56","74",1,3,18,6,18
2022-09-22,"77","73",1,1,3,1,3
2021-11-29,"54","66",1,1,5,5,5
2021-12-06,"23","43",1,6,176,20,350
2022-07-25,"77","50",21,16,484,72,9551
2022-02-08,"77","54",4,5,43,3,2151
2022-11-06,"43","77",1,1,5,1,40
2022-05-25,"64","21",1,1,2,1,2
2022-09-26,"56","74",1,2,9,3,9
2022-07-15,"86","66",1,1,1,1,1
2022-01-26,"23","43",1,10,160,34,416
2022-01-17,"01","22",1,1,1,1,8
2022-04-25,"77","50",14,18,318,59,11612
2022-09-01,"23","64",3,4,8,3,138
2022-06-28,"23","47",1,1,22,3,44
2021-11-23,"77","54",3,3,108,12,4037
2022-08-26,"77","71",1,1,37,13,235
2021-11-25,"66","12",1,1,1,1,1
2022-03-01,"78","47",4,7,167,18,239
2021-12-18,"16","16",2,21,187,42,913
2022-02-25,"60","60",2,4,48,9,113
2022-02-04,"52","16",1,1,12,1,17
2022-03-05,"77","56",2,2,32,2,80
2021-12-16,"25","49",1,1,11,8,17
2022-02-03,"30","30",1,2,59,2,61
2021-12-08,"46","46",1,1,7,2,7
2022-05-30,"26","57",1,1,10,2,19
2022-10-12,"27","27",3,5,110,18,331
2021-12-09,"18","52",1,3,46,5,190
2022-09-28,"50","78",3,4,32,12,4065
2022-02-22,"66","14",1,1,2,1,6
2022-07-11,"23","43",1,12,184,23,337
2022-07-22,"01","22",1,1,7,3,23
2021-12-08,"77","50",23,27,647,96,29176
2021-12-04,"22","14",1,1,48,12,62
2022-11-11,"78","66",1,1,6,2,1528
2022-07-18,"54","66",2,2,12,3,106
2022-06-03,"77","56",4,4,138,35,1253
2022-03-23,"50","59",1,1,26,6,968
2021-12-14,"66","16",1,1,1,1,1
2022-06-15,"78","47",4,7,42,6,98
2022-04-15,"16","16",3,24,167,47,531
2022-08-10,"18","77",1,1,16,3,32
2022-04-08,"34","77",1,1,1,1,1
2022-04-25,"46","46",1,1,1,1,1
2022-05-20,"26","55",1,1,7,2,288
2022-07-18,"50","23",4,4,90,12,69202
2022-01-13,"18","50",1,1,1,1,1
2022-10-26,"55","14",1,1,2,2,3
2022-04-05,"60","60",2,5,39,14,141
2022-05-12,"52","16",1,2,207,1,445
2022-04-13,"77","56",1,1,17,1,223
2022-04-01,"78","47",4,7,122,18,307
2022-05-28,"16","16",1,19,98,34,269
2022-01-14,"77","52",2,2,15,3,33
2022-07-06,"66","12",1,1,41,15,41
2022-01-27,"77","28",2,2,4,3,18
2022-07-25,"46","46",1,3,23,9,27
2022-11-10,"27","25",2,2,44,2,78
2022-05-02,"50","23",2,1,28,6,58650
2022-03-14,"50","25",1,1,39,15,190
2021-12-02,"86","66",1,1,1,1,1
2022-08-12,"27","27",2,2,53,7,94
2021-11-28,"01","26",1,1,23,8,3003
2022-07-08,"77","54",2,4,57,7,323
2022-11-02,"50","78",2,4,30,7,1409
2022-08-29,"55","16",1,1,38,5,1793
2022-08-05,"52","37",1,1,37,1,39
2022-09-07,"77","77",60,98,1619,227,90780
2022-01-24,"22","14",1,1,205,18,445
2022-09-19,"78","66",2,2,70,6,1310
2022-05-05,"23","43",1,7,176,32,319
2022-02-24,"52","10",1,1,115,1,179
2022-01-20,"77","50",21,31,464,82,5851
2022-07-12,"78","45",1,1,3,2,60
2022-11-02,"54","19",1,1,16,5,16
2022-08-05,"56","56",2,4,268,35,348
2022-04-07,"62","71",1,1,5,3,9
2022-01-18,"66","32",1,1,1,1,2
2022-04-13,"77","72",1,1,1,1,15
2022-04-01,"78","63",1,1,3,1,270
2022-08-19,"54","63",1,1,9,1,31
2022-10-11,"78","40",1,1,11,6,39
2022-06-22,"67","67",1,2,7,5,28
2022-07-08,"77","70",1,3,93,3,1161
2022-06-02,"55","86",2,1,3,3,6
2022-03-09,"59","18",1,1,13,6,14
2022-02-24,"52","34",1,1,30,1,33
2022-04-12,"11","11",1,2,5,1,17
2022-09-19,"78","42",1,1,1,1,1
2022-01-20,"77","74",5,5,176,12,4821
2022-10-27,"26","50",1,1,26,3,1044
2022-06-24,"54","38",2,2,40,15,61
2022-08-19,"50","26",1,1,3,2,144
2022-09-09,"62","50",2,6,28,10,63
2022-04-10,"55","86",1,1,2,2,2
2022-10-19,"52","13",2,2,202,6,786
2022-02-10,"23","63",3,1,3,2,18
2022-03-21,"67","67",3,7,46,7,69
2022-09-21,"27","79",1,1,43,9,90
2022-01-10,"52","34",1,1,6,1,68
2022-10-31,"64","58",1,2,16,5,35
2021-12-08,"77","74",8,10,197,48,2501
2022-09-01,"16","13",1,2,28,4,51
2022-07-18,"54","42",4,13,136,29,381
2022-11-11,"78","42",1,1,1,1,1
2021-12-24,"59","18",1,14,215,29,680
2021-12-02,"37","33",1,2,33,4,76
2022-03-23,"54","38",3,3,6,3,7
2022-11-17,"62","50",1,8,49,11,183
2022-05-18,"37","37",3,6,88,11,115
2022-09-15,"59","45",1,1,27,2,27
2022-10-19,"56","56",3,14,368,36,1105
2022-05-23,"77","08",1,1,12,3,104
2022-09-13,"50","24",2,2,49,12,1313
2022-06-03,"77","72",2,2,12,2,149
2022-08-09,"77","51",3,2,19,14,36
2022-09-02,"70","70",1,1,52,11,107
2022-06-15,"78","63",1,1,7,2,384
2022-03-21,"52","34",1,1,136,1,502
2021-12-05,"78","61",1,1,144,2,245
2022-02-10,"16","30",1,1,9,4,46
2022-04-25,"77","74",5,5,44,9,719
2022-10-19,"67","40",1,1,1,1,3
2022-04-09,"59","18",1,2,9,5,18
2021-12-24,"52","30",1,1,13,1,14
2022-06-17,"61","86",1,1,5,1,6
2022-01-10,"67","67",3,9,71,5,195
2021-11-23,"77","70",1,1,8,3,121
2022-08-02,"64","26",1,1,3,1,3
2022-10-24,"50","22",2,2,96,15,3261
2022-01-08,"54","38",1,1,2,1,6
2022-03-11,"62","71",1,2,21,7,43
2022-06-17,"15","50",1,1,3,2,67242
2022-08-26,"77","55",1,1,26,1,4584
2022-03-01,"78","63",3,2,78,19,653
2022-03-05,"77","72",1,2,4,2,84
2022-10-20,"01","23",1,11,275,57,355
2022-10-20,"38","03",1,2,13,4,24
2022-02-09,"77","08",1,1,13,2,78
2021-12-10,"72","66",1,1,1,1,1
2022-08-12,"66","86",1,1,11,6,12
2022-08-04,"01","23",1,16,442,57,946
2021-12-28,"77","72",1,1,13,3,23
2022-09-22,"77","57",1,1,8,3,35
2022-11-17,"50","58",2,1,14,8,614
2021-11-29,"54","42",4,8,77,30,278
2022-06-07,"59","18",1,4,38,13,72
2021-12-27,"11","11",1,3,17,3,29
2022-01-27,"78","61",1,2,45,6,181
2022-07-25,"77","74",5,7,51,7,373
2022-02-24,"67","67",4,7,81,16,116
2022-02-08,"77","70",2,2,10,2,43
2022-03-29,"26","77",1,1,1,1,1
2022-02-14,"37","37",2,9,136,19,352
2022-10-14,"26","54",1,1,37,3,1386
2022-07-31,"50","22",1,1,16,1,17
2022-07-15,"37","33",1,1,2,1,2
2022-02-22,"54","38",3,3,90,20,134
2021-12-05,"41","41",1,1,5,1,35
2022-05-27,"50","01",1,1,43,11,205
2022-11-17,"36","31",2,5,63,14,105
2022-05-18,"63","56",3,5,97,24,383
2022-09-30,"26","26",7,8,88,30,209
2022-02-21,"50","77",19,21,407,78,38138
2021-12-27,"77","78",19,19,500,107,10627
2022-06-06,"50","73",1,1,11,1,15
2022-04-06,"91","91",3,13,133,20,317
2022-08-06,"50","50",1,1,10,3,14
2022-09-20,"77","25",7,8,149,23,444
2022-06-24,"77","91",2,2,234,68,2215
2022-02-10,"77","02",3,5,79,15,523
2022-10-12,"77","27",5,12,275,41,7723
2022-11-14,"52","67",1,1,14,1,17
2022-06-03,"23","13",1,1,2,1,19
2022-09-14,"66","63",1,1,8,4,8
2022-06-23,"61","61",2,6,46,18,91
2022-06-29,"31","31",1,6,109,34,181
2022-02-23,"59","16",1,15,111,27,290
2022-06-08,"59","12",1,3,10,7,14
2022-03-18,"18","02",1,3,28,16,52
2022-08-12,"77","27",4,12,229,53,1594
2022-05-27,"35","76",1,1,10,4,10
2022-03-24,"61","61",2,5,31,2,98
2022-11-12,"66","63",2,2,7,4,7
2022-10-25,"63","77",1,2,30,12,430
2022-01-19,"50","75",2,2,152,23,632
2022-05-17,"31","31",1,19,317,59,856
2022-09-07,"27","77",1,1,1,1,1
2022-04-08,"59","12",1,1,39,12,47
2022-02-03,"52","38",1,1,49,1,82
2022-03-06,"77","78",3,3,153,8,2689
2022-07-15,"26","92",1,1,3,1,18
2022-08-24,"26","26",2,9,114,37,182
2022-06-06,"91","91",6,23,316,60,1092
2022-10-22,"50","50",1,2,14,1,272
2022-04-26,"66","38",1,1,1,1,1
2022-10-25,"67","32",1,1,6,2,28
2022-11-10,"77","25",4,8,248,26,894
2022-04-20,"36","68",1,4,161,25,474
2021-12-22,"52","42",1,1,24,1,35
2022-07-30,"77","23",4,5,44,15,73867
2021-11-30,"66","40",1,1,25,12,25
2022-06-17,"78","11",1,1,110,7,146
2022-02-07,"45","72",1,1,18,7,18
2022-05-31,"18","02",1,3,46,16,93
2022-08-17,"38","75",1,2,46,14,83
2022-04-12,"74","66",2,8,93,7,307
2021-12-23,"59","12",1,1,1,1,1
2022-09-27,"50","56",1,1,3,1,5
2022-10-20,"52","19",1,2,316,1,1412
2022-03-12,"91","91",2,2,10,3,14
2022-11-15,"38","77",1,1,1,1,1
2022-03-24,"50","77",13,22,165,31,96111
2022-10-03,"50","54",1,1,16,9,108
2022-02-14,"63","56",1,1,51,14,118
2021-12-13,"66","38",1,3,48,11,66
2022-02-08,"23","11",1,10,277,32,731
2021-12-10,"22","42",1,12,213,33,380
2022-03-31,"78","69",1,1,6,1,192
2022-01-19,"66","38",1,4,21,7,28
2022-10-04,"35","29",1,6,54,12,64
2022-06-23,"50","77",12,19,202,35,94432
2022-04-12,"77","78",16,9,258,41,8835
2022-09-01,"77","21",3,2,60,2,289
2021-11-23,"23","11",1,3,61,6,79
2022-10-11,"24","17",1,1,1,1,1
2022-01-22,"22","42",1,1,14,10,16
2021-12-25,"69","53",1,1,4,2,4
2022-02-22,"77","91",4,5,43,19,295
2022-10-29,"77","23",1,1,4,1,22
2022-02-21,"61","61",3,14,274,63,559
2022-04-16,"18","02",1,2,15,4,32
2022-08-09,"16","63",1,1,32,9,37
2022-09-19,"54","86",1,1,18,9,24
2022-03-10,"59","12",1,2,12,6,43
2022-10-07,"38","75",1,2,81,15,109
2022-08-16,"63","73",1,1,14,6,22
2022-03-10,"67","69",1,1,2,1,4
2022-01-22,"26","07",1,1,6,4,6
2022-02-15,"31","31",3,36,508,80,2109
2022-09-08,"77","59",3,3,17,5,46
2022-01-27,"50","78",1,1,18,4,2592
2022-07-20,"16","33",1,1,9,3,238
2022-08-13,"66","14",1,1,17,6,55
2022-06-07,"01","92",1,10,118,36,202
2022-10-13,"52","10",1,1,24,1,27
2022-03-30,"52","33",2,7,219,23,409
2022-01-24,"01","01",1,1,80,27,196
2022-05-16,"50","91",1,1,30,3,42
2022-09-30,"52","68",1,1,124,1,286
2022-09-07,"50","27",1,1,11,2,11
2022-11-02,"77","28",1,1,2,2,2
2022-10-28,"63","02",1,1,2,2,20
2022-10-03,"16","12",1,2,34,12,86
2022-03-14,"77","75",4,5,251,29,2084
2022-11-11,"66","16",1,1,2,1,2
2022-06-09,"77","71",1,1,97,1,1558
2022-07-14,"52","31",1,2,180,1,498
2022-02-22,"78","64",1,1,1,1,1
2022-08-19,"77","52",2,2,16,2,249
2022-03-15,"18","77",1,1,2,2,2
2022-09-28,"77","28",2,5,57,2,663
2022-05-23,"54","39",2,2,43,6,399
2022-04-07,"78","60",1,1,5,1,9
2022-09-19,"66","16",1,2,15,9,15
2022-10-09,"77","52",1,1,15,1,72
2022-04-03,"77","71",1,2,65,19,243
2022-05-06,"52","31",1,1,202,1,520
2022-02-15,"77","77",86,121,2806,322,347948
2022-07-18,"77","73",1,1,18,1,41
2022-09-13,"77","50",17,36,631,89,12681
2022-08-09,"50","25",1,8,77,16,338
2022-02-21,"27","27",2,8,84,20,206
2022-05-06,"56","74",1,1,12,2,12
2022-07-25,"58","36",1,1,16,3,16
2022-02-20,"50","02",1,1,30,1,78
2022-04-20,"78","18",1,1,6,1,112
2022-08-04,"25","49",1,1,40,12,97
2022-09-13,"46","46",1,3,21,7,23
2022-10-15,"66","68",1,1,2,1,4
2022-10-04,"78","47",2,3,32,11,32
2022-08-06,"16","16",2,17,125,34,366
2022-08-26,"54","64",1,1,1,1,3
2022-04-20,"77","75",1,1,6,6,12
2022-06-10,"19","24",1,1,3,1,3
2022-09-30,"60","60",1,2,6,2,22
2022-10-11,"53","47",1,1,1,1,1
2022-11-03,"23","43",1,4,105,27,176
2022-04-14,"66","33",1,1,1,1,1
2022-08-31,"77","54",3,3,40,9,5317
2021-12-01,"43","77",1,1,2,1,2
2022-05-04,"50","78",2,2,45,25,1573
2022-06-29,"77","77",53,75,1305,190,256142
2021-12-24,"01","92",1,1,8,4,11
2021-11-26,"23","64",3,2,8,4,47
2022-06-23,"27","27",2,3,39,11,93
2022-02-08,"23","89",1,1,17,9,17
2022-08-26,"50","21",1,1,5,1,14
2021-12-03,"56","74",1,1,2,1,2
2022-04-15,"74","86",1,1,14,3,1000
2021-12-22,"67","89",1,1,31,2,75
2022-04-11,"51","51",1,1,28,12,31
2022-09-27,"24","18",2,1,3,3,3
2022-09-27,"23","43",1,4,87,20,144
2021-11-29,"77","73",5,3,57,13,708
2022-09-07,"61","31",1,1,26,1,140
2022-09-22,"54","66",2,3,15,3,34
2022-07-12,"50","78",3,4,176,44,4440
2022-05-17,"77","77",62,100,1968,251,59157
2022-03-25,"50","02",1,1,9,1,21
2022-03-07,"64","02",1,1,4,1,5
2022-03-24,"27","27",2,3,44,12,76
2022-06-01,"51","51",1,2,20,10,20
2022-10-20,"25","49",1,2,37,14,103
2022-01-25,"52","31",1,2,195,1,810
2022-01-18,"70","50",1,1,1,1,4
2022-08-20,"78","47",1,1,12,6,12
2022-10-22,"16","16",1,18,146,40,385
2022-08-24,"60","60",2,3,36,8,45
2022-07-31,"77","56",1,1,27,3,41
2022-10-11,"50","59",2,1,29,8,1350
2022-05-27,"77","75",3,2,19,8,290
2021-12-16,"01","07",1,1,5,5,9
2022-10-24,"16","64",1,1,52,11,156
2022-02-21,"77","03",1,1,45,20,68
2022-10-12,"54","16",1,1,6,1,28
2022-11-09,"38","08",1,1,33,12,97
2022-05-30,"55","66",3,5,129,36,270
2022-06-10,"78","16",3,2,88,21,275
2022-06-06,"77","07",1,1,1,1,1
2022-09-06,"52","64",2,2,67,2,125
2022-07-28,"55","45",1,5,71,15,134
2022-09-20,"50","51",1,1,1,1,1
2022-02-10,"50","76",2,10,284,39,648
2021-11-30,"77","79",2,4,135,43,293
2022-01-17,"47","40",1,1,1,1,3
2021-12-13,"77","01",2,1,25,3,948
2022-08-31,"16","66",1,2,16,11,19
2022-04-14,"77","92",1,1,6,5,6
2022-11-16,"77","26",4,5,111,4,564
2022-06-16,"50","70",1,1,26,5,1038
2022-07-26,"57","51",1,1,7,2,8
2022-10-26,"26","25",1,1,24,1,462
2022-05-11,"56","02",1,1,4,1,60
2022-01-19,"77","01",4,1,29,5,829
2022-03-13,"45","77",1,1,1,1,50
2022-11-10,"54","14",1,1,29,12,29
2022-07-05,"77","05",4,2,89,13,447
2022-02-16,"78","10",1,1,37,8,121
2022-09-10,"77","26",2,2,25,2,86
2022-05-27,"16","47",1,1,14,1,3008
2022-04-02,"78","16",2,1,103,21,329
2022-10-10,"78","35",1,1,11,3,20
2022-02-14,"71","71",5,17,229,27,339
2022-10-27,"55","45",1,5,87,18,114
2022-04-17,"55","66",1,1,31,16,52
2022-05-05,"50","72",1,1,40,1,416
2022-02-24,"21","21",1,1,33,8,78
2022-01-28,"77","79",1,1,133,27,305
2021-12-27,"57","57",2,6,98,19,175
2022-11-08,"52","18",1,1,90,1,298
2022-09-16,"40","40",1,1,7,2,28
2022-10-10,"77","58",2,1,11,3,18
2022-02-01,"77","05",2,2,37,5,563
2022-10-25,"71","50",4,5,55,9,118
2022-10-01,"66","66",7,18,531,74,2201
2022-09-27,"77","22",3,4,157,2,998
2022-07-20,"77","01",5,3,103,8,980
2022-07-26,"66","47",1,1,1,1,1
2022-07-02,"71","71",1,1,32,1,52
2021-12-16,"55","66",3,15,274,57,875
2022-01-06,"78","16",2,1,140,21,2842
2022-10-03,"77","20",1,1,1,1,70
2022-04-12,"57","57",2,2,49,5,58
2022-09-15,"26","23",1,1,7,1,29
2022-07-08,"31","36",1,1,21,11,21
2022-06-22,"21","21",1,1,4,2,4
2022-03-17,"55","66",3,7,144,41,466
2022-10-24,"23","37",1,1,5,1,11
2022-05-18,"71","71",5,12,104,15,244
2021-11-24,"66","43",1,1,1,1,1
2022-02-28,"78","16",3,2,175,27,6709
2022-06-28,"50","76",1,5,104,14,220
2022-05-03,"77","79",1,1,46,16,59
2022-06-04,"57","57",1,1,13,4,14
2022-11-15,"26","23",2,3,106,21,2294
2022-11-14,"40","40",2,3,46,6,65
2022-08-18,"77","58",5,3,134,10,3787
2022-09-02,"36","36",6,12,488,54,1706
2022-03-02,"91","92",1,3,16,4,29
2022-06-17,"66","45",1,5,59,8,133
2021-11-26,"77","05",3,3,119,4,2007
2022-08-03,"71","50",1,3,20,2,51
2022-05-16,"78","10",1,1,83,3,139
2022-08-27,"66","66",6,15,481,69,3379
2022-10-19,"10","10",2,3,16,4,17
2022-04-26,"77","01",4,1,78,5,2352
2022-03-28,"52","41",1,1,17,1,34
2022-02-26,"71","77",1,1,8,2,47
2022-11-03,"77","22",4,5,83,5,3990
2021-12-28,"86","55",1,2,164,49,1229
2021-11-28,"77","19",1,1,6,3,10
2022-08-29,"23","29",1,1,1,1,8
2022-06-19,"66","59",1,3,46,10,59
2022-01-12,"36","77",2,2,41,9,234
2022-02-13,"16","59",1,10,63,28,106
2022-03-02,"64","68",1,1,35,4,44
2022-02-23,"78","72",1,1,1,1,1
2021-12-24,"16","23",1,1,17,12,18
2022-06-12,"77","67",1,4,122,5,515
2022-03-15,"77","63",4,5,129,5,2790
2022-05-07,"58","58",5,16,259,30,1262
2022-05-01,"77","65",1,1,55,13,193
2022-09-30,"39","39",3,13,200,21,311
2022-11-14,"77","46",1,1,16,1,47
2022-03-17,"66","25",1,1,1,1,1
2022-01-12,"32","32",1,1,1,1,1
2022-09-23,"61","23",2,5,100,25,324
2022-01-21,"59","77",1,2,18,7,65
2022-09-08,"59","50",2,2,38,7,617
2022-02-15,"18","63",1,9,105,5,210
2022-09-16,"77","46",2,2,32,10,38
2022-08-24,"39","39",5,19,207,26,312
2022-10-14,"66","02",2,4,68,5,400
2022-11-07,"61","23",1,1,2,1,2
2022-02-14,"77","61",5,5,58,26,215
2022-02-18,"32","32",3,8,46,5,83
2022-03-23,"26","66",1,1,2,2,6630
2022-08-10,"50","33",1,1,14,1,17
2022-06-10,"47","26",1,1,11,1,37
2022-03-28,"66","59",1,3,40,4,73
2021-12-09,"50","16",1,1,46,5,4350
2022-03-05,"86","55",1,2,158,45,949
2022-02-24,"23","74",1,1,9,1,10
2022-04-04,"77","67",4,6,160,14,592
2022-05-30,"50","68",2,2,35,6,108
2022-03-09,"16","23",1,1,9,8,13
2022-07-13,"66","23",1,1,4,3,4
2022-06-02,"54","55",1,1,26,1,118
2021-12-22,"77","63",6,14,154,33,1120
2022-07-13,"58","58",10,15,349,39,1198
2022-07-02,"77","61",1,1,13,2,135
2022-06-16,"67","76",1,1,176,2,445
2022-06-20,"32","32",2,8,133,21,174
2022-09-25,"78","53",2,1,112,21,408
2022-04-06,"44","44",1,1,8,6,64
2022-11-07,"54","70",3,12,169,40,317
2022-05-12,"16","21",1,4,80,28,106
2022-08-31,"18","40",1,9,111,6,334
2022-08-02,"16","78",1,1,1,1,3
2022-10-13,"31","77",1,3,47,14,76
2021-11-24,"59","73",1,1,31,8,75
2022-10-21,"26","41",1,1,8,1,36
2022-10-20,"77","38",5,14,98,16,1616
2022-06-15,"05","50",1,1,2,1,4
2022-06-20,"36","77",2,2,12,7,300
2021-11-22,"50","12",1,4,22,2,39
2022-05-19,"16","59",1,6,47,17,88
2022-08-11,"03","03",2,4,104,7,371
2022-11-07,"50","35",1,1,76,13,106
2022-10-03,"75","75",1,1,6,1,12
2022-01-13,"66","59",1,1,1,1,1
2022-02-14,"46","77",1,1,3,2,3
2022-04-22,"50","16",1,1,7,4,33
2022-06-03,"86","55",1,2,178,45,731
2022-10-25,"77","40",3,2,17,6,48
2022-02-01,"01","86",1,1,26,1,26
2022-01-20,"33","67",1,1,64,29,216
2022-04-19,"77","63",7,6,70,7,621
2022-10-21,"22","04",1,3,35,12,35
2022-08-25,"54","72",2,2,8,4,17
2022-01-24,"58","58",7,19,296,37,1211
2022-06-07,"16","23",2,2,5,5,4482
2022-03-17,"50","68",1,1,101,10,265
2022-01-04,"77","67",1,3,46,4,301
2022-10-05,"78","51",3,2,128,21,477
2022-10-17,"03","03",1,1,13,5,15
2022-11-17,"26","43",1,1,8,2,15
2022-08-18,"71","48",1,2,48,3,76
2022-07-01,"16","59",2,10,56,20,98
2022-04-12,"52","59",1,1,129,1,265
2022-04-13,"86","55",1,2,105,36,458
2022-05-13,"77","19",3,3,189,19,1002
2022-09-23,"50","35",1,1,7,4,7
2022-02-17,"66","59",3,8,76,15,120
2022-08-31,"25","25",8,13,186,45,264
2022-05-24,"77","63",2,2,40,18,80
2021-12-04,"58","58",6,17,302,36,1230
2022-06-28,"52","23",2,4,184,2,864
2022-08-03,"77","40",6,4,86,17,211
2022-08-23,"78","51",2,2,64,18,603
2022-09-29,"54","72",2,1,9,2,38
2022-01-26,"52","27",1,1,18,1,42
2022-06-21,"78","72",1,1,2,2,2
2022-11-08,"53","53",1,3,61,5,72
2022-04-09,"16","23",1,1,2,2,2
2022-04-15,"52","21",1,8,70,15,156
2022-05-18,"77","61",5,5,46,5,519
2022-10-24,"25","27",1,1,132,38,514
2022-09-23,"54","70",2,2,33,18,52
2021-12-02,"77","65",3,3,294,39,2251
2022-05-30,"66","25",1,1,74,22,83
2022-11-01,"78","53",4,3,175,22,819
2022-06-06,"44","44",1,1,1,1,9
2022-08-04,"77","38",5,6,9,6,53
2022-05-20,"62","62",2,5,94,16,171
2022-02-09,"59","01",1,1,5,2,13
2022-09-30,"54","78",2,1,2,2,7
2022-06-22,"78","78",10,20,555,72,6073
2021-12-15,"50","62",1,2,77,1,242
2022-03-30,"50","66",3,4,20,3,157
2022-10-21,"47","73",1,1,3,1,10
2022-05-23,"55","72",2,4,18,7,51
2022-02-11,"54","25",1,1,1,1,2
2022-07-02,"28","28",1,1,12,4,12
2022-08-11,"66","74",2,2,13,6,22
2022-01-14,"52","57",1,1,104,1,236
2021-12-15,"54","27",1,2,47,12,181
2022-09-07,"52","72",1,1,52,1,97
2022-06-07,"77","11",1,1,17,11,42
2022-10-04,"76","61",1,1,44,8,86
2022-03-09,"42","42",1,1,2,2,13
2022-03-01,"55","74",1,38,501,58,2045
2022-02-24,"77","15",9,5,173,44,619
2022-08-17,"78","23",1,1,1,1,1
2022-07-14,"50","64",1,1,4,1,55
2022-10-19,"49","49",1,1,12,4,17
2022-10-19,"77","32",2,2,10,9,17
2022-02-15,"71","67",1,1,16,2,30
2022-03-18,"54","27",1,1,1,1,1
2022-05-20,"77","86",2,2,24,2,183
2021-12-24,"42","42",1,3,19,9,31
2022-09-13,"71","40",2,3,33,14,46
2022-11-09,"50","47",1,1,41,3,42
2022-02-09,"64","64",7,9,197,39,1359
2022-11-14,"19","19",1,2,18,7,19
2022-08-29,"77","48",2,1,35,1,101
2022-08-24,"54","78",1,1,1,1,15
2022-03-21,"78","78",9,12,698,77,10995
2022-08-15,"50","45",1,1,25,1,2155
2022-01-25,"66","29",1,1,1,1,1
2022-05-23,"52","29",1,1,80,1,138
2022-04-18,"77","69",1,1,25,7,25
2022-06-14,"32","40",2,2,16,4,19
2021-11-24,"01","61",1,10,155,39,319
2022-06-27,"55","72",2,6,133,23,523
2022-10-17,"66","74",1,2,10,3,16
2022-07-16,"78","02",1,1,42,14,75
2022-07-04,"77","13",2,2,130,3,1623
2022-05-18,"28","28",4,6,134,27,248
2022-10-06,"77","36",2,2,33,2,128
2022-08-11,"50","39",1,1,54,5,787
2022-05-20,"32","46",1,2,10,1,15
2022-02-06,"66","55",1,1,1,1,1
2022-11-04,"52","76",1,1,3,1,38
2022-04-09,"42","42",1,2,20,5,29
2022-04-01,"55","74",1,9,81,15,125
2022-09-24,"66","72",1,1,13,5,13
2022-07-27,"54","04",1,1,13,4,73
2022-07-23,"66","51",1,1,9,4,9
2022-06-27,"64","64",6,8,178,38,1144
2022-01-25,"91","86",1,1,18,1,62
2022-02-16,"18","69",1,8,108,5,542
2022-10-24,"75","03",1,3,68,13,455
2022-03-11,"47","50",1,1,1,1,2
2021-12-21,"77","69",3,2,60,26,161
